inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.242640687119286,4.121320343559643,4.0,2.414213562373095,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.69238815542512,31.020815280171313,inf
inf,4.621320343559643,2.121320343559643,1.5,1.4142135623730951,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.19238815542512,29.69238815542512,inf
inf,4.0,2.0,0,1.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,18.07106781186548,20.07106781186548,22.57106781186548,24.57106781186548,26.07106781186548,27.57106781186548,30.07106781186548,inf
inf,4.121320343559643,2.121320343559643,1.5,2.121320343559643,3.621320343559643,5.621320343559643,8.121320343559642,8.656854249492381,10.656854249492381,13.156854249492381,14.656854249492381,15.656854249492381,16.656854249492383,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.949747468305834,3.621320343559643,4.0,4.621320343559643,4.242640687119286,5.742640687119286,7.242640687119286,8.242640687119286,inf,inf,inf,inf,inf,inf,21.48528137423857,23.48528137423857,25.98528137423857,27.98528137423857,29.48528137423857,30.48528137423857,inf
inf,inf,inf,inf,inf,inf,inf,7.8639610306789285,9.86396103067893,11.071067811865476,13.571067811865476,15.571067811865476,17.571067811865476,19.071067811865476,20.071067811865476,21.571067811865476,23.571067811865476,26.071067811865476,inf,inf,inf,inf
inf,19.98528137423857,17.98528137423857,16.48528137423857,14.485281374238571,11.985281374238571,9.985281374238571,9.36396103067893,9.278174593052023,10.778174593052023,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,12.813708498984761,11.985281374238571,10.69238815542512,10.278174593052023,11.399494936611667,13.899494936611667,16.899494936611667,19.55634918610405,19.8492424049175,21.3492424049175,23.3492424049175,25.8492424049175,28.3492424049175,28.8492424049175,30.8492424049175,32.349242404917504,inf
inf,inf,inf,inf,inf,inf,inf,inf,11.778174593052023,13.106601717798213,14.935028842544405,16.72792206135786,17.72792206135786,19.22792206135786,20.72792206135786,22.72792206135786,25.22792206135786,26.72792206135786,28.72792206135786,31.22792206135786,33.72792206135786,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.64213562373095,17.72792206135786,18.142135623730955,20.142135623730955,22.72792206135786,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
